"Station","Wavelet","Level","Data"
"VIC","dBN",1,-0.0816894531251304
"VIC","dBN",1,0.293188476562847
"VIC","dBN",1,-0.135864257812717
"VIC","dBN",1,-0.723364257812844
"VIC","dBN",1,1.11635742187561
"VIC","dBN",1,-0.265649414062672
"VIC","dBN",1,-0.601342773437753
"VIC","dBN",1,0.679882812500091
"VIC","dBN",1,-0.515454101562323
"VIC","dBN",1,0.838500976562852
"VIC","dBN",1,-1.92661132812664
"VIC","dBN",1,1.46337890625159
"VIC","dBN",1,3.1228515625012
"VIC","dBN",1,-6.99777832031589
"VIC","dBN",1,3.92070312500145
"VIC","dBN",1,1.2128906250016
"VIC","dBN",1,-1.31589355468893
"VIC","dBN",1,-0.55815429687528
"VIC","dBN",1,-0.247998046874771
"VIC","dBN",1,1.75791015625077
"VIC","dBN",1,-1.14096679687563
"VIC","dBN",1,-0.481347656250317
"VIC","dBN",1,1.10461425781321
"VIC","dBN",1,-0.727050781250396
"VIC","dBN",1,0.234228515625032
"VIC","dBN",1,0.103198242187631
"VIC","dBN",1,-0.432128906250217
"VIC","dBN",1,0.582250976562718
"VIC","dBN",1,-0.419970703125068
"VIC","dBN",1,0.145654296874891
"VIC","dBN",1,-0.0356445312499378
"VIC","dBN",1,0.318164062500219
"VIC","dBN",1,-0.278295898437687
"VIC","dBN",1,-0.636450195312843
"VIC","dBN",1,0.924804687500451
"VIC","dBN",1,0.0512207031252058
"VIC","dBN",1,-0.491162109375551
"VIC","dBN",1,-0.298291015624978
"VIC","dBN",1,1.07404785156307
"VIC","dBN",1,-0.777148437500409
"VIC","dBN",1,-0.27006835937523
"VIC","dBN",1,0.638525390625409
"VIC","dBN",1,-0.122143554687561
"VIC","dBN",1,0.00854492187496956
"VIC","dBN",1,-0.317187500000174
"VIC","dBN",1,-0.00578613281245838
"VIC","dBN",1,0.635668945312804
"VIC","dBN",1,-0.535961914062772
"VIC","dBN",1,0.0270996093749844
"VIC","dBN",1,0.140258789062623
"VIC","dBN",1,-0.193530273437613
"VIC","dBN",1,0.307617187500116
"VIC","dBN",1,-0.19465332031253
"VIC","dBN",1,-0.00949707031258875
"VIC","dBN",1,0.00722656250006938
"VIC","dBN",1,0.121508789062556
"VIC","dBN",1,-0.161816406250113
"VIC","dBN",1,0.0129882812499972
"VIC","dBN",1,0.228759765625201
"VIC","dBN",1,-0.252856445312694
"VIC","dBN",1,-0.235717773437662
"VIC","dBN",1,0.643725585937901
"VIC","dBN",1,-0.0846191406250654
"VIC","dBN",1,-0.565722656250322
"VIC","dBN",1,0.307910156250195
"VIC","dBN",1,0.0177734375000575
"VIC","dBN",1,0.00275878906239588
"VIC","dBN",1,0.0425781250000908
"VIC","dBN",1,0.0179199218749793
"VIC","dBN",1,-0.210400390625102
"VIC","dBN",1,0.2198242187501
"VIC","dBN",1,-0.00190429687495106
"VIC","dBN",1,-0.124609375000113
"VIC","dBN",1,-0.0887451171875118
"VIC","dBN",1,0.196972656250062
"VIC","dBN",1,0.0136718750000446
"VIC","dBN",1,0.0398437499999861
"VIC","dBN",1,-0.269506835937607
"VIC","dBN",1,0.100585937500021
"VIC","dBN",1,0.131494140625117
"VIC","dBN",1,-7.32421875576112e-05
"VIC","dBN",1,-0.166162109375029
"VIC","dBN",1,0.0459472656249955
"VIC","dBN",1,-0.00788574218764138
"VIC","dBN",1,0.387255859375502
"VIC","dBN",1,0.0199951171872486
"VIC","dBN",1,-1.66862792968818
"VIC","dBN",1,1.98225097656332
"VIC","dBN",1,-0.384350585937427
"VIC","dBN",1,-0.23471679687539
"VIC","dBN",1,-0.331542968750067
"VIC","dBN",1,-0.0331298828124405
"VIC","dBN",1,0.878442382812832
"VIC","dBN",1,-0.658520507812737
"VIC","dBN",1,0.0981445312499695
"VIC","dBN",1,-0.272656250000065
"VIC","dBN",1,0.135083007812481
"VIC","dBN",1,0.671435546875411
"VIC","dBN",1,-0.484057617187718
"VIC","dBN",1,-0.525561523437943
"VIC","dBN",1,0.415966796875441
"VIC","dBN",1,0.621362304687703
"VIC","dBN",1,-0.99692382812549
"VIC","dBN",1,0.529882812500169
"VIC","dBN",1,-0.0440185546872955
"VIC","dBN",1,-0.0229492187502646
"VIC","dBN",1,-0.188793945312388
"VIC","dBN",1,0.407714843750056
"VIC","dBN",1,-0.591796875000194
"VIC","dBN",1,0.640844726562738
"VIC","dBN",1,-0.330932617187594
"VIC","dBN",1,-0.116748046875114
"VIC","dBN",1,0.314477539062677
"VIC","dBN",1,-0.294311523437633
"VIC","dBN",1,0.251953125000132
"VIC","dBN",1,-0.189379882812628
"VIC","dBN",1,-0.153027343750077
"VIC","dBN",1,0.657202148437839
"VIC","dBN",1,-0.513183593750192
"VIC","dBN",1,-0.175683593750192
"VIC","dBN",1,0.1575927734376
"VIC","dBN",1,0.367700195312747
"VIC","dBN",1,0.0653564453125162
"VIC","dBN",1,-0.946704101562966
"VIC","dBN",1,0.400537109374978
"VIC","dBN",1,0.767285156250782
"VIC","dBN",1,0.13422851562481
"VIC","dBN",1,-2.05458984375098
"VIC","dBN",1,1.42692871093815
"VIC","dBN",1,0.590527343750502
"VIC","dBN",1,-0.472802734375473
"VIC","dBN",1,-0.40859375000007
"VIC","dBN",1,-0.246997070312671
"VIC","dBN",1,0.415673828125252
"VIC","dBN",1,0.771337890625381
"VIC","dBN",1,-0.864599609375539
"VIC","dBN",1,-0.127856445312461
"VIC","dBN",1,0.516333007812766
"VIC","dBN",1,-0.683398437500333
"VIC","dBN",1,0.757934570312777
"VIC","dBN",1,-0.214062499999973
"VIC","dBN",1,-0.192260742187751
"VIC","dBN",1,0.113623046875191
"VIC","dBN",1,-0.018408203125039
"VIC","dBN",1,-0.192968750000136
"VIC","dBN",1,0.320800781250188
"VIC","dBN",1,0.00869140625001709
"VIC","dBN",1,-0.27490234375019
"VIC","dBN",1,0.113305664062595
"VIC","dBN",1,0.123291015625068
"VIC","dBN",1,-0.147363281250075
"VIC","dBN",1,0.0398681640625018
"VIC","dBN",1,-0.0745117187500241
"VIC","dBN",1,0.156005859375061
"VIC","dBN",1,0.0506591796875479
"VIC","dBN",1,-0.211718750000089
"VIC","dBN",1,-0.0614990234375913
"VIC","dBN",1,0.104833984375111
"VIC","dBN",1,0.372875976562625
"VIC","dBN",1,-0.363867187500107
"VIC","dBN",1,-0.034643554687595
"VIC","dBN",1,-0.202563476562496
"VIC","dBN",1,0.398461914062574
"VIC","dBN",1,-0.023706054687381
"VIC","dBN",1,0.0688232421874008
"VIC","dBN",1,-0.506591796875196
"VIC","dBN",1,0.512744140625278
"VIC","dBN",1,-0.0860595703125212
"VIC","dBN",1,-0.378393554687774
"VIC","dBN",1,0.411059570312789
"VIC","dBN",1,-0.0184814453125741
"VIC","dBN",1,-0.248486328125078
"VIC","dBN",1,0.406787109375154
"VIC","dBN",1,-0.577905273437722
"VIC","dBN",1,0.441186523437645
"VIC","dBN",1,-0.114794921874898
"VIC","dBN",1,-0.173168945312892
"VIC","dBN",1,0.198364257812913
"VIC","dBN",1,0.62358398437515
"VIC","dBN",1,-1.57851562500075
"VIC","dBN",1,1.12419433593799
"VIC","dBN",1,0.185302734375319
"VIC","dBN",1,-0.646191406250568
"VIC","dBN",1,0.120239257812635
"VIC","dBN",1,0.284594726562697
"VIC","dBN",1,-0.0742675781250682
"VIC","dBN",1,-0.0923339843750868
"VIC","dBN",1,-0.145361328125016
"VIC","dBN",1,0.257031250000112
"VIC","dBN",1,-0.0958740234375609
"VIC","dBN",1,-0.00856933593747814
"VIC","dBN",1,0.0680664062499982
"VIC","dBN",1,-0.247265625000112
"VIC","dBN",1,0.401464843750219
"VIC","dBN",1,-0.1764160156251
"VIC","dBN",1,-0.280322265625134
"VIC","dBN",1,0.389282226562661
"VIC","dBN",1,-0.233862304687524
"VIC","dBN",1,0.215502929687489
"VIC","dBN",1,-0.26523437500008
"VIC","dBN",1,0.250048828125145
"VIC","dBN",1,-0.0199218750000223
"VIC","dBN",1,-0.410717773437738
"VIC","dBN",1,0.524731445312794
"VIC","dBN",1,-0.0822998046874994
"VIC","dBN",1,-0.348193359375269
"VIC","dBN",1,0.21757812500017
"VIC","dBN",1,0.131079101562584
"VIC","dBN",1,-0.186474609375153
"VIC","dBN",1,0.0885986328125339
"VIC","dBN",1,0.0559814453126659
"VIC","dBN",1,-0.153344726562762
"VIC","dBN",1,-0.248632812500012
"VIC","dBN",1,0.878613281250445
"VIC","dBN",1,-0.811132812500429
"VIC","dBN",1,-0.0217041015626272
"VIC","dBN",1,0.714892578125575
"VIC","dBN",1,-0.422851562500335
"VIC","dBN",1,-0.488110351562763
"VIC","dBN",1,0.688134765625381
"VIC","dBN",1,-0.119653320312528
"VIC","dBN",1,-0.0499023437500811
"VIC","dBN",1,-0.143359375000099
"VIC","dBN",1,-0.0702880859374303
"VIC","dBN",1,0.513110351562682
"VIC","dBN",1,-0.67849121093779
"VIC","dBN",1,0.402246093750077
"VIC","dBN",1,0.0671142578127344
"VIC","dBN",1,-0.0882324218752551
"VIC","dBN",1,-0.323950195312481
"VIC","dBN",1,0.522387695312621
"VIC","dBN",1,-0.565820312500135
"VIC","dBN",1,0.616503906250099
"VIC","dBN",1,-0.385131835937471
"VIC","dBN",1,0.236914062499942
"VIC","dBN",1,-0.428833007812569
"VIC","dBN",1,0.298266601562513
"VIC","dBN",1,0.0593017578126583
"VIC","dBN",1,0.0923828124999456
"VIC","dBN",1,-0.419311523437643
"VIC","dBN",1,0.279907226562518
"VIC","dBN",1,0.0365234375002622
"VIC","dBN",1,0.108544921874809
"VIC","dBN",1,-0.783691406250282
"VIC","dBN",1,1.15124511718802
"VIC","dBN",1,-0.436376953125081
"VIC","dBN",1,-0.462133789062921
"VIC","dBN",1,0.261621093750231
"VIC","dBN",1,0.27668457031269
"VIC","dBN",1,-0.0385498046876342
"VIC","dBN",1,-0.345971679687622
"VIC","dBN",1,0.275610351562658
"VIC","dBN",1,-0.152099609375086
"VIC","dBN",1,0.0219726562499686
"VIC","dBN",1,0.282470703125225
"VIC","dBN",1,-0.313476562500232
"VIC","dBN",1,-0.162036132812579
"VIC","dBN",1,0.555810546875317
"VIC","dBN",1,-0.319091796875111
"VIC","dBN",1,-0.204638671875252
"VIC","dBN",1,0.123315429687687
"VIC","dBN",1,0.458593750000188
"VIC","dBN",1,-0.453784179687725
"VIC","dBN",1,-0.0287353515625427
"VIC","dBN",1,0.10173339843762
"VIC","dBN",1,-0.0220703125000367
"VIC","dBN",1,0.0859374999999748
"VIC","dBN",1,0.00222167968759373
"VIC","dBN",1,0.0699462890624873
"VIC","dBN",1,-0.419848632812719
"VIC","dBN",1,0.35695800781271
"VIC","dBN",1,0.166308593750088
"VIC","dBN",1,-0.44396972656275
"VIC","dBN",1,0.260693359375112
"VIC","dBN",1,-0.0192138671874512
"VIC","dBN",1,0.00705566406249014
"VIC","dBN",1,-0.0782714843750785
"VIC","dBN",1,-0.106152343750067
"VIC","dBN",1,0.477465820312834
"VIC","dBN",1,-0.276635742187714
"VIC","dBN",1,-0.560668945312769
"VIC","dBN",1,0.806347656250383
"VIC","dBN",1,-0.220996093749994
"VIC","dBN",1,-0.0442382812502215
"VIC","dBN",1,-0.216918945312442
"VIC","dBN",1,0.315209960937604
"VIC","dBN",1,-0.249487304687651
"VIC","dBN",1,0.177514648437615
"VIC","dBN",1,0.191162109375088
"VIC","dBN",1,-0.520410156250269
"VIC","dBN",1,0.313574218750218
"VIC","dBN",1,-0.0581542968751076
"VIC","dBN",1,-0.192016601562584
"VIC","dBN",1,0.79907226562543
"VIC","dBN",1,-0.805590820312899
"VIC","dBN",1,-0.134765625000154
"VIC","dBN",1,0.597729492187971
"VIC","dBN",1,-0.284790039062739
"VIC","dBN",1,-0.11623535156271
"VIC","dBN",1,0.53632812500052
"VIC","dBN",1,-0.145263671875173
"VIC","dBN",1,-1.08454589843809
"VIC","dBN",1,1.02824707031309
"VIC","dBN",1,0.250805664062669
"VIC","dBN",1,-0.664916992188002
"VIC","dBN",1,0.335620117187754
"VIC","dBN",1,-0.0463378906249362
"VIC","dBN",1,-0.272534179687768
"VIC","dBN",1,0.219238281250213
"VIC","dBN",1,0.194799804687528
"VIC","dBN",1,-0.379980468750154
"VIC","dBN",1,0.382568359375136
"VIC","dBN",1,-0.342626953125063
"VIC","dBN",1,0.13376464843744
"VIC","dBN",1,-0.0119628906249098
"VIC","dBN",1,0.163232421875027
"VIC","dBN",1,-0.177001953125067
"VIC","dBN",1,-0.0302734375000189
"VIC","dBN",1,0.0565673828125412
"VIC","dBN",1,-0.0279296875000283
"VIC","dBN",1,0.13776855468753
"VIC","dBN",1,-0.0147705078124039
"VIC","dBN",1,-0.126562500000164
"VIC","dBN",1,-0.299438476562606
"VIC","dBN",1,0.64855957031283
"VIC","dBN",1,-0.220166015625106
"VIC","dBN",1,-0.270410156250197
"VIC","dBN",1,0.250292968750209
"VIC","dBN",1,-0.110839843750107
"VIC","dBN",1,0.00263671875001707
"VIC","dBN",1,0.258105468750144
"VIC","dBN",1,-0.454907226562749
"VIC","dBN",1,0.217358398437563
"VIC","dBN",1,0.271899414062746
"VIC","dBN",1,-0.271582031250198
"VIC","dBN",1,-0.270019531250171
"VIC","dBN",1,0.358569335937739
"VIC","dBN",1,0.14360351562512
"VIC","dBN",1,-0.358178710937861
"VIC","dBN",1,0.0137939453126656
"VIC","dBN",1,0.620361328125262
"VIC","dBN",1,-0.907153320312938
"VIC","dBN",1,0.416918945312673
"VIC","dBN",1,0.104663085937629
"VIC","dBN",1,-0.25449218750025
"VIC","dBN",1,0.444116210937824
"VIC","dBN",1,-0.256860351562657
"VIC","dBN",1,-0.496875000000262
"VIC","dBN",1,0.694946289062826
"VIC","dBN",1,-0.132250976562468
"VIC","dBN",1,-0.0131835937501385
"VIC","dBN",1,-0.294775390625079
"VIC","dBN",1,0.184790039062624
"VIC","dBN",1,0.142333984375017
"VIC","dBN",1,-0.284472656250093
"VIC","dBN",1,0.347924804687598
"VIC","dBN",1,-0.304858398437612
"VIC","dBN",1,0.293408203125158
"VIC","dBN",1,-0.0945556640625374
"VIC","dBN",1,-0.512207031250258
"VIC","dBN",1,0.571533203125229
"VIC","dBN",1,-0.034863281249895
"VIC","dBN",1,0.0341552734373655
"VIC","dBN",1,-0.340063476562603
"VIC","dBN",1,0.289355468750168
"VIC","dBN",1,0.109155273437357
"VIC","dBN",1,-0.208300781249489
"VIC","dBN",1,-0.625073242187874
"VIC","dBN",1,-1.21560058594049
"VIC","dBN",1,5.05617675781922
"VIC","dBN",1,3.51657714843617
"VIC","dBN",1,-22.3749511718853
"VIC","dBN",1,22.8995849609486
"VIC","dBN",1,-2.35019531249915
"VIC","dBN",1,-10.6336669921957
"VIC","dBN",1,7.34785156250447
"VIC","dBN",1,-2.60541992187432
"VIC","dBN",1,3.65314941406177
"VIC","dBN",1,-4.79941406250096
"VIC","dBN",1,2.79509277343843
"VIC","dBN",1,-0.382446289062171
"VIC","dBN",1,-2.19562988281453
"VIC","dBN",1,3.61472167969008
"VIC","dBN",1,0.0323974609374522
"VIC","dBN",1,-4.65268554687795
"VIC","dBN",1,3.38781738281493
"VIC","dBN",1,0.991772460937854
"VIC","dBN",1,-3.45732421875205
"VIC","dBN",1,3.64008789062678
"VIC","dBN",1,-1.64692382812522
"VIC","dBN",1,-0.457324218751061
"VIC","dBN",1,0.393481445313486
"VIC","dBN",1,0.255395507812214
"VIC","dBN",1,-1.05695800781292
"VIC","dBN",1,1.91923828125057
"VIC","dBN",1,-0.679174804687042
"VIC","dBN",1,-0.474584960938167
"VIC","dBN",1,-2.15817871093935
"VIC","dBN",1,3.64323730469092
"VIC","dBN",1,2.75053710937506
"VIC","dBN",1,-10.5645996093792
"VIC","dBN",1,9.12312011718997
"VIC","dBN",1,-2.50021972656014
"VIC","dBN",1,2.37822265624805
"VIC","dBN",1,-8.90473632812881
"VIC","dBN",1,9.58022460938083
"VIC","dBN",1,1.94621582031266
"VIC","dBN",1,-13.0008300781311
"VIC","dBN",1,11.4312255859421
"VIC","dBN",1,-5.5681640625006
"VIC","dBN",1,4.03649902343675
"VIC","dBN",1,-1.31572265624834
"VIC","dBN",1,-1.69672851562748
"VIC","dBN",1,-0.976123046873984
"VIC","dBN",1,3.82658691406288
"VIC","dBN",1,-3.78586425781268
"VIC","dBN",1,5.54902343750057
"VIC","dBN",1,-7.40305175781384
"VIC","dBN",1,6.50798339843849
"VIC","dBN",1,-5.10273437500011
"VIC","dBN",1,3.77263183593666
"VIC","dBN",1,-2.40983886718591
"VIC","dBN",1,3.02675781249917
"VIC","dBN",1,-6.13029785156403
"VIC","dBN",1,7.35659179687752
"VIC","dBN",1,-3.04531250000062
"VIC","dBN",1,-0.729199218750577
"VIC","dBN",1,0.437231445312143
"VIC","dBN",1,-3.57905273437513
"VIC","dBN",1,7.89111328125125
"VIC","dBN",1,-6.58349609375065
"VIC","dBN",1,7.48208007812668
"VIC","dBN",1,-10.1949462890659
"VIC","dBN",1,3.55646972656293
"VIC","dBN",1,4.29470214844056
"VIC","dBN",1,-2.82270507812679
"VIC","dBN",1,1.42917480468778
"VIC","dBN",1,-3.8964843750012
"VIC","dBN",1,2.1636718750007
"VIC","dBN",1,1.60173339843859
"VIC","dBN",1,-1.82397460937639
"VIC","dBN",1,1.29118652343832
"VIC","dBN",1,-0.516601562500041
"VIC","dBN",1,-1.77641601562576
"VIC","dBN",1,1.62268066406238
"VIC","dBN",1,-0.0468749999985971
"VIC","dBN",1,2.99426269531263
"VIC","dBN",1,-6.96318359375247
"VIC","dBN",1,5.30661621093913
"VIC","dBN",1,-1.29648437499915
"VIC","dBN",1,0.216796874998456
"VIC","dBN",1,-1.03039550781198
"VIC","dBN",1,1.90639648437564
"VIC","dBN",1,-2.17854003906337
"VIC","dBN",1,0.557128906249793
"VIC","dBN",1,1.07590332031358
"VIC","dBN",1,0.0779541015622925
"VIC","dBN",1,-1.63920898437597
"VIC","dBN",1,0.673242187500558
"VIC","dBN",1,1.20449218750044
"VIC","dBN",1,-1.17475585937526
"VIC","dBN",1,0.302343749999941
"VIC","dBN",1,-1.80612792968864
"VIC","dBN",1,2.72729492187653
"VIC","dBN",1,1.53437500000144
"VIC","dBN",1,-5.06838378906638
"VIC","dBN",1,0.440014648438588
"VIC","dBN",1,6.71794433594097
"VIC","dBN",1,-6.60786132812855
"VIC","dBN",1,1.07380371093749
